timestamp_start,local_timestamp_start,transitionType,transitionLabel,sittingDuration,standingDuration,transitionTime,JerkCC,JerkHorz,P5_accel_cc,P50_accel_cc,P95_accel_cc,P5_accel_horz,P50_accel_horz,P95_accel_horz,rangeCC,rangeHorz,SEF,totalPowerCC,totalPowerHorz,F50_CC,F95_CC,F50_Horz,F95_Horz,ApEn_CC,ApEn_Horz,standingJerk,standingRange,standingF50
1542315702.79541,15-Nov-2018 16:01:42,Stand to Sit,1,2812,8,1.99196767807007,0.516985231017412,0.709730305935187,0.0168176099516463,0.951524336189937,1.10865995597983,0.115433327543939,0.467712316208447,1.07752159928252,1.1206212609472,1.0028142383622,11.4668320475607,0.628366790381903,0.422642095694793,0.0848291446870963,0.234262748697492,0.0824715101866923,0.224327154815698,0.119937333462131,0.151210089847265,0.628080441477033,0.591776836317842,0.082059392890729
1542318594.79541,15-Nov-2018 16:49:54,Stand to Sit,1,56,4,2.33733558654785,0.20490754174959,0.151214520550207,0.351290930796677,0.745016760029124,0.877368916053924,0.502913886000887,0.625329754249969,0.993871039291109,0.550876728165927,0.496362658826503,11.4299919845175,0.477514283479778,0.553134337918767,0.0804689149710294,0.217723239393969,0.0806306097522022,0.218825306913855,0.0550907340922961,0.0517715644290593,0.489255071328947,0.246021499824681,0.0804669005866561
1542319610.79541,15-Nov-2018 17:06:50,Stand to Sit,1,60,4,2.83870983123779,0.499183194854239,0.418264474678196,-0.114210860431913,0.568932441046694,1.02244872136824,0.306141019419004,0.826322279211439,1.07846161342975,1.23229142985152,0.836738828808364,12.2235931786898,0.409900910662685,0.623184930775279,0.0828421824002138,0.22633280874651,0.0807400658890702,0.219241431285882,0.0716062628713312,0.12678511369505,0.557822322099263,0.776524684304159,0.0829407515844444
1542319610.79541,15-Nov-2018 17:06:50,Sit to Stand,2,60,4,2.80235481262207,0.550195155538877,0.39808401842692,-0.163636622689381,0.572321591456962,1.0519189062952,0.154357343152071,0.793540383744937,1.04887603282558,1.26833492869291,1.01356278468667,12.2179275478002,0.447238179834649,0.59568403404722,0.0849967208891204,0.235607352380889,0.0812874286418008,0.220758992705441,0.0918371393451016,0.150519862372975,0.344135475091687,0.484052168303555,0.0816424780682956
1542319838.79541,15-Nov-2018 17:10:38,Stand to Sit,1,60,4,2.93548369407654,0.425643192539213,0.414659954258177,-0.276022916588624,0.549318917552317,1.01126067958533,0.128728700955969,0.833401824637942,1.05113752830742,1.31251412940352,1.02159019502136,11.7985360969069,0.430586589052801,0.597330683784743,0.0835018907373399,0.228589798549824,0.0814007551643912,0.221191916927311,0.0674114928148484,0.092279857403873,0.585420795283074,0.73944456473986,0.0813888775102571
1542319838.79541,15-Nov-2018 17:10:38,Sit to Stand,2,60,724,2.81750249862671,0.28330493141055,0.309228274443506,-0.162040756307242,0.564213176221061,1.00253814467791,0.103265939872647,0.841395072581604,1.07048604239391,1.19396023392556,1.01754412713164,12.3977431548599,0.427371585800994,0.602653318803667,0.0855456524488049,0.236200341216197,0.0807524789777924,0.218995017482747,0.0567713701821095,0.0610266188120454,0.159432600507141,0.571522325234764,0.0814097808325234
1542326650.79541,15-Nov-2018 19:04:10,Stand to Sit,1,68,32,1.60160183906555,0.726963250988807,0.582684732858588,-0.00915737289724289,0.360704234951464,0.95415339063095,0.285512005287791,0.9972649516519,1.05010206946976,1.02772909817935,0.831873608667245,12.2885310483391,0.295133653383062,0.744535232084237,0.0876067399891532,0.244907977256064,0.0823836930288381,0.223918629637501,0.100797797773546,0.0424285909224731,1.24107706364065,1.02178070023329,0.0989540368298325
1542326650.79541,15-Nov-2018 19:04:10,Sit to Stand,2,68,4,2.87096762657166,0.191130659888645,0.469758203786559,0.0465319313660028,0.654591662125462,1.01376962895142,0.123941681897412,0.84678971361595,1.01915262508994,0.982614278473799,0.956600403087812,11.9300088431748,0.43696657272413,0.594445504048406,0.0833799199289602,0.229397789570762,0.0812567934266684,0.220669744052257,0.0628288514197706,0.0435018364522379,0.648994976093905,0.982911616035014,0.0863394321375273
1542331462.79541,15-Nov-2018 20:24:22,Stand to Sit,1,184,4,2.61290311813354,0.329111884695553,0.27966550675974,0.053647515578227,0.474935415740505,0.738890347150483,0.697189897303662,0.872159808121584,1.05143062591814,0.707376066084881,0.379976921883522,10.4960434971683,0.226825979497031,0.778975718560309,0.0838005337371418,0.231672174942949,0.0801937380777337,0.217531447895704,0.12810990291619,0.172647635743811,0.529100327053448,0.602179969816722,0.0821124706574788
1542331962.79541,15-Nov-2018 20:32:42,Stand to Sit,1,172,4,2.96774196624756,0.283971199058666,0.33641140237216,0.15125865681871,0.596287863978598,0.922006429510745,0.334158183001245,0.808401344077325,1.00707070403016,0.947127112088255,0.721281902289253,12.0194512356802,0.374465016454358,0.654425871329159,0.0815155330273749,0.222702180686745,0.0803866307993958,0.217938786889511,0.0632102688173555,0.0617921211310994,0.477404241722232,0.767754063583272,0.080142277084589
1542333330.79541,15-Nov-2018 20:55:30,Stand to Sit,1,628,4,2.35483884811401,0.178235988091503,0.306117710566418,-0.164562907096555,0.414095269615208,0.91883421267184,0.397899279099566,0.899406347247785,1.17352654524485,1.1155624219227,0.828051683497858,11.8715962675071,0.326910000925268,0.703946542829646,0.0857109544632761,0.237349751069539,0.0810140067116916,0.221147531161112,0.0911095014592114,0.180419149210804,0.603980326472763,0.787660279625222,0.0821102945087795
